customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID364,Male,0,No,Yes,29,No,No phone service,No,No,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,105.23,1333.24,Yes
ID365,Male,0,No,Yes,66,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,No,Mailed check,65.24,6859.64,Yes
ID366,Male,0,Yes,No,53,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,38.96,3483.64,Yes
ID367,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,No,Credit card,105.41,4500.31,No
ID368,Female,1,Yes,No,9,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,80.32,5183.65,No
ID369,Male,0,No,Yes,60,No,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,60.92,5191.5,Yes
ID370,Male,0,No,Yes,70,No,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,61.17,5968.55,No
ID371,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,108.71,2929.57,Yes
ID372,Female,0,Yes,Yes,39,No,No,No,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Credit card,48.34,1612.25,No
ID373,Female,0,No,No,15,No,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Mailed check,114.29,6400.46,Yes
ID374,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,89.64,6808.06,Yes
ID375,Female,1,No,Yes,21,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,85.0,7875.22,No
ID376,Male,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,96.36,5012.05,Yes
ID377,Male,0,Yes,Yes,36,No,No,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,43.37,3987.75,Yes
ID378,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,45.03,491.17,Yes
ID379,Female,0,No,No,56,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer,78.28,6195.24,Yes
ID380,Male,1,Yes,No,24,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,83.1,7794.05,No
ID381,Male,1,Yes,Yes,57,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,32.32,2189.02,No
ID382,Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,104.77,6253.62,No
ID383,Female,0,No,No,50,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,41.34,79.59,No
ID384,Female,1,Yes,Yes,44,No,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,110.28,3714.67,Yes
ID385,Female,1,Yes,No,37,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,79.31,3404.88,Yes
ID386,Male,1,No,No,70,No,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,97.14,617.61,No
ID387,Female,0,Yes,No,56,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,30.81,8037.63,Yes
ID388,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,69.89,816.33,Yes
ID389,Female,0,No,No,68,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,23.61,6424.4,No
ID390,Female,0,No,Yes,24,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,22.38,2505.12,Yes
ID391,Male,0,No,Yes,37,No,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,86.83,3860.37,No
ID392,Female,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,116.12,8280.32,No
ID393,Female,0,No,Yes,34,No,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,20.12,1561.66,Yes
ID394,Male,0,Yes,No,65,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Credit card,92.44,7440.97,No
ID395,Female,1,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,54.84,6144.83,No
ID396,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Electronic check,106.31,1503.92,Yes
ID397,Female,1,Yes,No,5,No,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,93.91,3368.3,No
ID398,Female,1,Yes,No,50,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer,94.95,8545.25,Yes
ID399,Male,0,Yes,No,38,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,55.18,2878.02,Yes
ID400,Male,1,Yes,Yes,45,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,98.89,2300.77,Yes
ID401,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card,92.83,1992.38,Yes
ID402,Male,0,No,No,43,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,72.75,5648.12,No
ID403,Male,1,Yes,No,7,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Two year,No,Credit card,87.96,389.19,No
ID404,Female,0,No,Yes,36,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer,32.45,7257.1,Yes
ID405,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card,89.02,6517.19,No
ID406,Male,0,Yes,No,42,No,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,41.92,592.53,Yes
ID407,Male,0,No,Yes,51,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card,64.0,3226.43,Yes
ID408,Female,0,No,No,42,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,42.08,4842.32,No
ID409,Female,0,Yes,No,3,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,45.39,1861.92,No
ID410,Female,0,Yes,Yes,64,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card,19.11,7224.24,Yes
ID411,Male,0,Yes,No,55,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,35.07,7412.19,No
ID412,Male,0,No,No,60,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,21.01,6498.09,Yes
ID413,Male,1,Yes,Yes,12,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.67,8412.98,Yes
ID414,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card,95.66,3753.04,No
ID415,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,59.92,6921.7,No
ID416,Female,0,No,No,13,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,74.08,7632.44,No
ID417,Female,0,Yes,No,59,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,74.35,3724.9,Yes
ID418,Male,0,No,Yes,53,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,101.69,7092.26,No
ID419,Male,1,No,Yes,9,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,74.66,5822.32,No
ID420,Male,0,No,Yes,26,No,No phone service,No,No,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,51.48,1376.24,No
ID421,Female,1,No,Yes,21,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.44,8091.3,No
ID422,Female,0,No,Yes,35,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,110.96,2738.12,Yes
ID423,Male,1,Yes,No,7,No,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,22.71,5922.8,No
ID424,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,102.52,3849.23,No
ID425,Male,1,No,Yes,69,No,Yes,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Bank transfer,61.25,1766.25,Yes
ID426,Female,1,Yes,No,7,No,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,65.74,7251.34,Yes
ID427,Female,0,No,Yes,38,No,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer,88.92,2922.06,Yes
ID428,Female,1,Yes,Yes,56,No,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.11,1565.52,No
ID429,Male,1,No,No,47,No,Yes,No,No,Yes,No,No,Yes,No,Two year,No,Mailed check,40.21,4206.59,No
ID430,Male,1,Yes,Yes,29,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,94.84,8028.72,Yes
ID431,Female,1,No,Yes,16,No,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,21.04,5211.71,No
ID432,Female,1,Yes,Yes,35,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,No,Electronic check,36.0,165.46,Yes
ID433,Male,1,Yes,No,43,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,44.6,4923.76,No
ID434,Male,0,Yes,Yes,16,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,76.51,4638.78,No
ID435,Male,1,No,Yes,38,No,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,74.13,5439.31,Yes
ID436,Male,0,Yes,Yes,49,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer,86.46,1988.2,No
ID437,Female,1,Yes,No,54,No,Yes,DSL,No,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,40.47,5045.07,Yes
ID438,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,93.46,1548.83,Yes
ID439,Female,1,Yes,No,70,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,94.56,1750.84,Yes
ID440,Male,0,No,No,48,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,79.34,6626.98,No
ID441,Female,0,No,No,70,No,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer,30.68,6444.07,No
ID442,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,72.28,937.22,Yes
ID443,Male,1,Yes,Yes,69,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card,65.03,5697.98,No
ID444,Female,0,Yes,No,4,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,101.16,6736.47,No
ID445,Female,0,No,Yes,64,No,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,80.52,7734.97,No
ID446,Female,1,Yes,No,59,No,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,83.64,2057.84,No
ID447,Male,1,Yes,Yes,69,No,No,No,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,86.2,7342.46,Yes
ID448,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,46.65,184.25,No
ID449,Male,0,Yes,No,55,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,94.52,7224.3,Yes
ID450,Male,0,No,No,70,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,30.06,3849.33,Yes
ID451,Female,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,69.4,6748.64,No
ID452,Female,0,No,No,34,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,88.39,718.96,No
ID453,Female,1,No,No,25,Yes,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,40.1,65.91,Yes
ID454,Female,0,No,Yes,22,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,85.05,5799.47,Yes
ID455,Female,1,Yes,No,34,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer,79.25,2458.61,No
ID456,Female,0,Yes,No,39,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,64.66,239.15,No
ID457,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,76.26,8355.23,No
ID458,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,94.69,3307.78,Yes
ID459,Female,0,No,No,3,No,Yes,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,34.14,3613.54,Yes
ID460,Female,0,No,No,1,No,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer,48.49,2137.13,Yes
ID461,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.59,7559.1,Yes
ID462,Female,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Mailed check,83.26,4735.63,No
ID463,Male,1,No,No,66,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,56.51,6378.9,Yes
ID464,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer,47.0,5100.95,Yes
ID465,Female,1,Yes,Yes,38,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,31.96,6433.01,No
ID466,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer,54.21,3616.09,Yes
ID467,Male,1,No,No,63,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,45.22,3007.06,No
ID468,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,81.02,3635.83,No
ID469,Male,0,No,No,64,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card,19.52,8151.56,Yes
ID470,Male,0,No,No,50,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,86.19,6590.31,No
ID471,Female,1,No,No,48,No,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,83.72,3686.21,No
ID472,Male,1,No,No,25,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,No,Mailed check,52.4,3315.28,Yes
ID473,Female,1,No,Yes,17,Yes,No phone service,No,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,93.13,2579.57,Yes
ID474,Male,0,No,No,31,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.25,1704.02,Yes
ID475,Female,1,No,No,49,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,38.36,4079.71,No
ID476,Male,1,No,Yes,24,No,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer,99.27,7150.64,No
ID477,Female,1,No,Yes,2,No,No,No,Yes,No,Yes,No internet service,Yes,No,One year,No,Electronic check,53.57,7162.33,No
ID478,Male,1,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,98.42,4043.56,No
ID479,Male,0,Yes,No,10,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,117.4,856.12,Yes
ID480,Female,1,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,96.65,5852.99,No
ID481,Female,1,Yes,No,35,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,90.25,3678.82,Yes
ID482,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,81.98,7923.9,Yes
ID483,Male,0,No,Yes,44,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.16,4584.52,No
ID484,Female,0,Yes,Yes,32,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24.76,125.05,Yes
ID485,Female,1,No,No,23,No,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,No,Mailed check,77.13,3805.49,No
ID486,Male,1,Yes,Yes,25,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,73.95,8312.18,No
ID487,Female,1,No,Yes,25,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer,94.0,1557.68,Yes
ID488,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,21.69,3612.92,Yes
ID489,Female,0,No,No,42,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,62.16,283.94,Yes
ID490,Female,0,No,No,66,No,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,112.98,7618.47,No
ID491,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,91.56,8046.63,No
ID492,Male,0,Yes,Yes,15,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,55.01,6834.2,Yes
ID493,Female,1,Yes,Yes,59,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,51.87,6440.86,No
ID494,Male,1,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,97.16,2187.19,Yes
ID495,Male,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,72.93,5519.65,No
ID496,Male,1,No,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,24.99,4643.83,No
ID497,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,65.74,8435.11,No
ID498,Male,1,Yes,No,9,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer,110.16,1162.59,No
ID499,Male,0,No,Yes,60,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,63.55,2461.85,No
ID500,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,109.81,2323.69,Yes
ID501,Male,1,Yes,Yes,66,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card,104.16,7422.82,Yes
ID502,Female,1,Yes,No,55,No,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,65.43,1924.34,No
ID503,Female,0,No,Yes,52,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,48.88,5040.58,No
ID504,Male,1,No,No,28,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,102.83,3661.22,Yes
ID505,Male,0,Yes,No,15,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,51.76,6603.68,No
ID506,Male,1,No,No,24,No,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.87,8363.97,Yes
ID507,Female,1,No,Yes,63,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,37.79,3736.22,No
ID508,Male,0,No,No,18,No,No,No,No,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,114.66,7570.38,Yes
ID509,Male,0,Yes,No,55,No,Yes,No,No,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card,34.37,5027.04,Yes
ID510,Female,1,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card,90.69,4136.7,Yes
ID511,Female,0,Yes,Yes,49,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card,91.83,4787.47,No
ID512,Female,1,Yes,Yes,8,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,93.86,1415.37,No
ID513,Male,1,Yes,Yes,49,No,No,DSL,No,No internet service,No,Yes,Yes,No,Two year,No,Credit card,36.75,7081.66,No
ID514,Male,1,Yes,Yes,34,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,19.6,366.76,No
ID515,Female,0,Yes,Yes,44,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,64.65,2684.45,No
ID516,Male,0,No,Yes,14,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,84.26,2532.73,No
ID517,Female,1,No,No,40,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,66.43,2339.49,Yes
ID518,Female,1,Yes,No,24,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,58.71,2918.67,No
ID519,Female,1,No,Yes,62,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,76.72,716.55,Yes
ID520,Male,1,Yes,No,20,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,20.41,7281.89,No
ID521,Female,1,No,No,68,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card,33.75,8517.94,No
ID522,Male,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,103.16,3899.39,No
ID523,Female,0,No,Yes,3,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,61.45,1723.31,Yes
ID524,Female,1,Yes,Yes,12,No,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,62.16,4914.99,Yes
ID525,Female,1,No,Yes,35,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,No,Bank transfer,88.28,2950.79,No
ID526,Male,1,No,No,31,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,54.01,7596.57,Yes
ID527,Male,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,62.19,6967.29,Yes
ID528,Male,1,No,Yes,60,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,One year,No,Credit card,40.62,2445.15,Yes
ID529,Male,1,No,No,59,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,100.55,2252.76,Yes
ID530,Male,1,Yes,No,11,No,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,113.56,5726.95,No
ID531,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card,109.17,4794.76,No
ID532,Male,1,Yes,Yes,47,No,No,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,91.25,8455.79,Yes
ID533,Male,1,Yes,No,61,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,98.57,4421.38,Yes
ID534,Female,0,Yes,No,39,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.03,3513.46,Yes
ID535,Male,1,Yes,Yes,6,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.16,103.39,No
ID536,Female,1,Yes,Yes,4,No,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,97.97,2396.2,Yes
ID537,Male,1,No,Yes,25,No,No,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,59.67,474.39,No
ID538,Female,1,No,No,5,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Bank transfer,42.49,2610.98,No
ID539,Female,1,No,Yes,12,No,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,85.58,2754.07,Yes
ID540,Male,1,Yes,No,69,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card,69.12,7926.12,No
ID541,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,55.67,2884.04,Yes
ID542,Male,0,Yes,Yes,52,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,106.57,3288.14,No
ID543,Female,1,No,Yes,56,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,29.85,5955.95,Yes
ID544,Male,0,Yes,Yes,10,No,No phone service,No,No,No,Yes,Yes,Yes,No internet service,One year,No,Credit card,55.35,2697.96,No
ID545,Female,1,No,No,53,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,49.53,2320.33,No
ID546,Female,1,No,No,35,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card,89.68,4210.95,No
